from_cluster,to_cluster,edge_count
tests.test_production_mission_daemon_and_scheduler_v1,sentinel.operator.daemon_models,1
tests.test_production_mission_daemon_and_scheduler_v1,sentinel.operator.daemon_replay,1
tests.test_production_mission_daemon_and_scheduler_v1,sentinel.operator.daemon_runtime,1
tests.test_production_mission_daemon_and_scheduler_v1,sentinel.operator.kernel,1
tests.test_production_mission_daemon_and_scheduler_v1,sentinel.operator.models,1
tests.test_production_mission_daemon_and_scheduler_v1,sentinel.operator.scheduler,1
tests.test_production_mission_daemon_and_scheduler_v1,sentinel.operator.workflow_runtime,1
tests.test_production_mission_daemon_and_scheduler_v1,sentinel.power.runtime,1
tests.test_production_mission_daemon_and_scheduler_v1,sentinel.telemetry,1
tests.test_realtime_voice_ambient_operator_v1,sentinel.mission.models,1
tests.test_realtime_voice_ambient_operator_v1,sentinel.operator.kernel,1
tests.test_realtime_voice_ambient_operator_v1,sentinel.operator.models,1
tests.test_realtime_voice_ambient_operator_v1,sentinel.operator.voice_models,1
tests.test_realtime_voice_ambient_operator_v1,sentinel.operator.voice_replay,1
tests.test_realtime_voice_ambient_operator_v1,sentinel.operator.voice_runtime,1
tests.test_realtime_voice_ambient_operator_v1,sentinel.telemetry.models,1
tests.test_real_channel_adapters_v1,sentinel.mission.models,1
tests.test_real_channel_adapters_v1,sentinel.operator.channel_adapter,1
tests.test_real_channel_adapters_v1,sentinel.operator.channel_adapter_models,1
tests.test_real_channel_adapters_v1,sentinel.operator.channel_adapter_replay,1
tests.test_real_channel_adapters_v1,sentinel.operator.kernel,1
tests.test_real_channel_adapters_v1,sentinel.operator.models,1
tests.test_real_channel_adapters_v1,sentinel.telemetry.models,1
tests.test_real_model_agent_certification_v0,sentinel.agent.model_execution,1
tests.test_real_model_agent_certification_v0,sentinel.operator.real_model_certification,1
tests.test_real_model_behavioral_predictive_harness_audit,sentinel.agent.model_execution,1
tests.test_real_model_behavioral_predictive_harness_audit,sentinel.agent.organs,1
tests.test_real_model_behavioral_predictive_harness_audit,sentinel.operator.kernel,1
tests.test_real_model_behavioral_predictive_harness_audit,sentinel.operator.models,1
tests.test_real_model_behavioral_predictive_harness_audit,sentinel.operator.replay,1
tests.test_real_model_behavioral_predictive_harness_audit,sentinel.operator.mutation_artifact_channel,1
tests.test_real_model_execution_backend,sentinel.agent.decision_frame,1
tests.test_real_model_execution_backend,sentinel.agent.evidence_ranker,1
tests.test_real_model_execution_backend,sentinel.agent.model_contract,1
tests.test_real_model_execution_backend,sentinel.agent.model_cost,1
tests.test_real_model_execution_backend,sentinel.perf.caches,1
tests.test_real_model_read_only_operator_production_spine_v1,sentinel.agent.model_contract,1
tests.test_real_model_read_only_operator_production_spine_v1,sentinel.agent.model_cost,1
tests.test_real_model_read_only_operator_production_spine_v1,sentinel.agent.model_execution,1
tests.test_real_model_read_only_operator_production_spine_v1,sentinel.mission.models,1
tests.test_real_model_read_only_operator_production_spine_v1,sentinel.operator.cockpit,1
tests.test_real_model_read_only_operator_production_spine_v1,sentinel.operator.models,1
tests.test_real_model_read_only_operator_production_spine_v1,sentinel.operator.read_only_operator_spine,1
tests.test_real_model_read_only_operator_production_spine_v1,sentinel.shared.enums,1
tests.test_real_world_power_convergence_wave1,sentinel.agent.llm,1
tests.test_real_world_power_convergence_wave1,sentinel.agent.model_execution,1
tests.test_real_world_power_convergence_wave1,sentinel.mission.models,1
tests.test_real_world_power_convergence_wave1,sentinel.operator.kernel,1
tests.test_real_world_power_convergence_wave1,sentinel.operator.models,1
tests.test_real_world_power_convergence_wave1,sentinel.operator.replay,1
tests.test_real_world_power_convergence_wave1,sentinel.shared.enums,1
tests.test_research_agent,sentinel.decision,1
tests.test_research_agent,sentinel.decision.source_ranker,1
tests.test_research_agent,sentinel.shared.enums,1
tests.test_research_agent,sentinel.shared.models,1
tests.test_research_enrichment,sentinel.cueidea_bridge,1
tests.test_research_enrichment,sentinel.decision.debate,1
tests.test_research_enrichment,sentinel.decision.research_enrichment,1
tests.test_research_enrichment,sentinel.execution,1
tests.test_research_enrichment,sentinel.execution.gtm_quality,1
tests.test_reversible_workspace_action_executor_l3,sentinel.agent.llm,1
tests.test_reversible_workspace_action_executor_l3,sentinel.agent.runtime,1
tests.test_reversible_workspace_action_executor_l3,sentinel.agent.model_execution,1
tests.test_runtime_model_execution_wiring,sentinel.agent.model_contract,1
tests.test_runtime_model_execution_wiring,sentinel.agent.model_cost,1
tests.test_runtime_model_execution_wiring,sentinel.agent.runtime,1
tests.test_runtime_model_execution_wiring,sentinel.mission,1
tests.test_runtime_model_execution_wiring,sentinel.perf.caches,1
tests.test_runtime_model_execution_wiring,sentinel.shared.enums,1
tests.test_sandbox_shell_code_organ_v1,sentinel.organs.kill_switch,1
tests.test_sanitization_property,sentinel.agent,1
tests.test_sanitization_property,sentinel.agent.receipt_retriever,1
tests.test_sanitization_property,sentinel.organs.desktop,1
tests.test_sanitization_property,sentinel.organs.credentials,1
tests.test_self_exploration_read_only_v1,sentinel.agent.model_execution,1
tests.test_self_exploration_read_only_v1,sentinel.operator.self_exploration_read_only,1
tests.test_self_improvement,sentinel.agent,1
tests.test_self_improvement,sentinel.learning.self_improvement,1
tests.test_self_improvement,sentinel.shared.enums,1
tests.test_sentinel_power_lab_runtime_v0,sentinel.mission.models,1
tests.test_sentinel_power_lab_runtime_v0,sentinel.agent.organs,1
tests.test_sentinel_power_lab_runtime_v0,sentinel.cli,1
tests.test_sentinel_power_runtime_v0,sentinel.mission.cancellation,1
tests.test_shared_events_layering,sentinel.agent.event_bus,1
tests.test_shared_events_layering,sentinel.agent.events,1
tests.test_shared_events_layering,sentinel.agent.exceptions,1
tests.test_shared_events_layering,sentinel.agent.models,1
tests.test_shared_events_layering,sentinel.agent.phases,1
tests.test_toctou_binding_property,sentinel.mission,1
tests.test_toctou_binding_property,sentinel.organs,1
tests.test_toctou_binding_property,sentinel.organs.exceptions,1
tests.test_toctou_binding_property,sentinel.shared.enums,1
tests.test_trace_hash_property,sentinel.agent,1
tests.test_trace_hash_property,sentinel.agent.exceptions,1
tests.test_trace_ledger,sentinel.learning,1
tests.test_trace_ledger,sentinel.shared.db,1
tests.test_trace_ledger,sentinel.shared.enums,1
tests.test_trace_ledger,sentinel.shared.models,1
tests.operator,sentinel.agent,1
tests.operator,sentinel.agent.event_bus,1
tests.operator,sentinel.mission,1
tests.operator,sentinel.operator.agent_bridge,1
tests.operator,sentinel.operator.agent_event_bridge,1
tests.operator,sentinel.shared.execution_events,1
tests.operator,sentinel.operator.connection_identity_models,1
tests.operator,sentinel.operator.connection_inbound_models,1
tests.operator,sentinel.operator.connection_inbound_registry,1
tests.operator,sentinel.operator.self_exploration_read_only,1
tests.operator,sentinel.operator.interactive_exploration_read_only,1
tests.operator,sentinel.operator.mission_execution_coordinator,1
tests.operator,sentinel.operator.model_decision_extractor,1
tests.operator,sentinel.operator.workspace_patch_replay,1
tests.operator,sentinel.operator.workspace_patch_models,1
tests.operator,sentinel.operator.code_execution_sandbox_models,1
tests.operator,sentinel.operator.code_execution_sandbox_replay,1
tests.operator,sentinel.operator.code_execution_sandbox_runtime,1
tests.operator,sentinel.operator.browser_control_models,1
tests.operator,sentinel.operator.browser_control_replay,1
tests.operator,sentinel.operator.browser_control_runtime,1
tests.operator,sentinel.operator.action_power_contract,1
tests.operator,sentinel.operator.browser_action_candidates,1
tests.operator,sentinel.operator.browser_decision_frame,1
tests.operator,sentinel.operator.browser_world_model,1
tests.operator,sentinel.operator.real_browser_control_replay,1
tests.operator,sentinel.operator.real_browser_control_runtime,1
tests.operator,sentinel.agent.model_contract,1
tests.operator,sentinel.agent.model_cost,1
tests.operator,sentinel.operator.read_only_model_clients,1
tests.operator,sentinel.operator.daemon_models,1
tests.operator,sentinel.operator.daemon_runtime,1
tests.operator,sentinel.operator.power_bridge,1
tests.operator,sentinel.operator.workflow_runtime,1
tests.operator,sentinel.power.runtime,1
tests.perf,sentinel.agent.context_builder,1
tests.perf,sentinel.agent.final_gate,1
